Tunnel ID, Cluster priority, Cluster ID
10, 1, 177
33, 1, 177
38, 1, 177
73, 1, 177
115, 1, 177
133, 1, 177
140, 1, 177
170, 1, 177
183, 1, 177
194, 1, 177
220, 1, 177
9, 2, 175
34, 2, 175
50, 2, 175
79, 2, 175
83, 2, 175
134, 2, 175
158, 2, 175
162, 2, 175
175, 2, 175
198, 2, 175
223, 2, 175
