62	82	0.42439726	91
24	5	0.55725515	92
18	61	0.6017616	93
14	2	0.659799	94
45	19	0.700489	95
32	4	0.7829814	96
37	10	0.80758697	97
13	1	0.8115155	98
47	41	0.81729424	99
93	9	0.8367517	100
66	48	0.8448151	101
7	8	0.8530775	102
31	28	0.8674735	103
59	63	0.88694227	104
77	65	0.92655075	105
72	78	0.93634564	106
21	22	0.96442264	107
75	71	0.9816885	108
67	103	0.99053895	109
92	102	0.99788153	110
17	106	1.002213	111
97	50	1.0215275	112
100	43	1.0233642	113
56	54	1.0295897	114
34	40	1.0537429	115
26	15	1.0550525	116
89	80	1.0556244	117
110	46	1.0681694	118
68	104	1.0713437	119
114	95	1.0891428	120
113	53	1.1129448	121
86	83	1.1164435	122
91	3	1.1191981	123
20	11	1.1758412	124
30	96	1.1811694	125
99	51	1.1842134	126
35	36	1.1916628	127
79	101	1.1926626	128
94	39	1.2252464	129
87	81	1.261703	130
58	52	1.2712563	131
90	88	1.3032169	132
120	111	1.3035507	133
107	98	1.4080443	134
44	29	1.4261639	135
38	119	1.4626838	136
42	12	1.4637991	137
27	16	1.4651115	138
85	84	1.4815271	139
121	129	1.5150775	140
49	105	1.5201349	141
112	60	1.560307	142
69	76	1.5615932	143
73	33	1.6104141	144
109	55	1.6128119	145
133	136	1.613394	146
115	137	1.6217152	147
126	147	1.7926345	148
125	23	1.796405	149
134	118	1.8094265	150
135	145	1.8344839	151
146	123	1.875158	152
144	64	1.8754857	153
149	116	1.8958781	154
141	142	1.9220827	155
131	151	1.9226829	156
148	124	1.9267813	157
127	70	1.9958451	158
143	153	2.1892917	159
128	152	2.1947062	160
150	6	2.3154862	161
117	108	2.3287663	162
158	159	2.3964195	163
140	157	2.5047932	164
156	57	2.5542812	165
164	154	2.6517098	166
160	161	2.683322	167
122	166	2.8056853	168
139	165	3.1509953	169
132	163	3.2302861	170
168	155	3.3404577	171
74	25	3.7877436	172
169	170	3.7900615	173
172	167	4.371064	174
173	171	4.5351615	175
174	130	4.9987226	176
175	138	5.194859	177
162	177	5.5857635	178
178	176	8.309344	179
