431	429	0.06367677
349	309	0.08479619
60	419	0.12941903
480	470	0.15663534
469	471	0.18959573
482	473	0.19024679
24	39	0.22183135
60	260	0.23074275
420	466	0.23363748
251	382	0.24576402
120	35	0.26055434
25	24	0.26765743
14	5	0.28339374
61	37	0.28743866
3	2	0.30752507
83	64	0.32236674
13	10	0.3301842
58	32	0.33118957
464	341	0.33212158
74	61	0.3461436
219	0	0.3724068
344	335	0.3768346
41	48	0.384455
25	74	0.39077345
394	421	0.39601985
115	1	0.39638457
3	13	0.39743707
58	26	0.40307164
69	38	0.40936553
3	14	0.41741556
281	370	0.41899022
15	88	0.4372941
103	20	0.43934858
332	453	0.4423441
25	9	0.44239718
3	29	0.442848
80	55	0.4504053
18	6	0.4530926
66	27	0.46313334
71	40	0.4677726
125	17	0.47378337
115	60	0.48255184
146	158	0.48793665
44	31	0.4880674
47	3	0.4949004
127	99	0.5041271
41	11	0.50619006
45	43	0.5074274
53	15	0.5076754
433	328	0.51289755
119	51	0.51517963
100	21	0.5163266
155	77	0.5167816
25	58	0.52055955
47	45	0.5278795
209	172	0.52922565
83	120	0.5363209
118	100	0.54107505
23	7	0.5419991
402	206	0.5424253
78	54	0.54259014
98	130	0.5462213
22	107	0.54877126
182	113	0.55549467
82	90	0.55573314
53	219	0.560458
115	33	0.56322443
125	19	0.5648385
139	191	0.5782433
73	34	0.579072
50	80	0.5810667
176	134	0.5829993
251	242	0.5835917
179	63	0.58836013
461	474	0.5891543
300	259	0.5912351
56	22	0.5956584
145	18	0.60235876
378	97	0.6043093
156	143	0.6052132
114	131	0.6056736
121	149	0.6060403
318	337	0.61907065
137	52	0.6222813
118	72	0.62336487
307	224	0.62359065
69	25	0.6253315
70	36	0.6313967
144	4	0.63207334
252	49	0.63334084
47	103	0.63552105
162	230	0.6355377
336	287	0.6372257
164	28	0.6380345
187	173	0.64927787
83	23	0.6502378
68	66	0.6523421
123	91	0.6524838
218	188	0.652989
85	116	0.65716714
117	115	0.6669201
126	78	0.67231023
451	435	0.6769057
401	378	0.6776582
424	298	0.6806251
366	385	0.68273365
96	94	0.68875855
155	41	0.6893173
362	440	0.68950194
166	79	0.68968594
241	273	0.69363034
123	111	0.70907074
322	334	0.7149399
243	295	0.7182901
216	186	0.7210312
167	198	0.7235299
285	307	0.7270557
68	69	0.7291477
133	62	0.74152166
302	117	0.74898916
190	241	0.7517837
56	12	0.7568057
159	152	0.757699
179	127	0.7590795
50	46	0.7598706
67	30	0.7599888
73	8	0.7627994
200	171	0.76507586
161	108	0.7661334
444	393	0.7670871
44	57	0.7681308
366	185	0.7692592
47	145	0.769857
344	428	0.77162254
106	53	0.7745285
93	164	0.7749256
215	109	0.77563614
249	347	0.77565664
315	296	0.78374946
271	257	0.788249
140	16	0.7896623
157	67	0.7911748
178	96	0.7916153
146	89	0.79207593
423	374	0.7953332
384	123	0.80156916
126	47	0.80183214
342	187	0.8136275
126	70	0.8231478
408	454	0.8257415
359	209	0.8269976
153	202	0.8279022
261	165	0.83249754
122	125	0.835236
136	112	0.8358621
479	478	0.8367458
436	357	0.8382397
288	226	0.83828
156	148	0.83859956
264	214	0.8394103
351	336	0.84335554
250	238	0.84630346
271	139	0.8467209
195	225	0.84690034
360	438	0.84777087
104	176	0.8488858
85	56	0.8493824
138	197	0.85690427
252	71	0.8606901
50	110	0.8619799
289	268	0.8640626
356	229	0.8667696
256	277	0.8698093
359	102	0.87958133
144	106	0.8865856
196	275	0.8866106
236	303	0.8874414
366	322	0.88812584
93	137	0.89688
384	76	0.8970508
340	297	0.8983632
83	59	0.9004658
240	189	0.9033698
300	401	0.9061967
441	422	0.9063054
104	98	0.90823525
412	458	0.9106331
342	160	0.91202974
155	68	0.9162278
82	119	0.928288
218	170	0.930292
183	154	0.9317557
142	200	0.93269706
292	199	0.93470645
249	372	0.93578136
184	133	0.9360771
151	114	0.93690515
203	128	0.9434826
390	314	0.94942284
83	122	0.9497351
132	205	0.9521
353	278	0.9569744
215	168	0.9593053
368	449	0.96922827
433	147	0.9701182
126	155	0.9748461
461	468	0.9785721
248	179	0.9792394
318	254	0.9808591
245	166	0.98174024
319	427	0.9852366
331	348	0.9872441
339	258	0.98783386
204	135	0.98926586
338	195	0.9930459
472	409	0.9990185
354	392	0.99969953
302	82	1.0002068
443	436	1.0180011
399	345	1.0244988
271	167	1.0296094
395	228	1.0303324
169	65	1.0325143
346	476	1.034707
151	245	1.0381769
126	144	1.0389092
404	389	1.0396241
227	141	1.0441738
263	323	1.0449982
252	150	1.0460106
463	423	1.0469351
402	84	1.0480264
183	349	1.0482148
353	256	1.0487795
361	286	1.0494622
174	261	1.0528073
384	73	1.0557688
231	211	1.0575262
156	118	1.0601168
248	359	1.0629557
416	394	1.0639309
299	338	1.0669364
366	223	1.0722477
204	136	1.0745733
340	249	1.0807087
162	159	1.0883887
263	201	1.0909212
218	92	1.0916039
208	50	1.092608
413	381	1.0980846
175	44	1.0989981
196	285	1.0999645
346	281	1.1045253
207	326	1.1074877
138	203	1.1090093
142	42	1.1105887
397	418	1.1115711
210	129	1.1175014
190	353	1.1211989
396	95	1.1220083
443	274	1.1243235
208	302	1.1280164
366	267	1.1398933
390	319	1.1402719
439	434	1.1447486
83	178	1.1523631
340	217	1.1530235
157	156	1.1602836
271	240	1.1658814
343	104	1.1725807
456	442	1.1748452
312	216	1.1757555
151	157	1.1758192
342	124	1.1776502
330	290	1.183703
93	343	1.1876409
215	218	1.1896491
361	294	1.190105
272	184	1.1905766
81	75	1.1909168
204	181	1.1991694
222	121	1.2021004
396	405	1.2075629
253	174	1.2096877
304	269	1.2182624
426	311	1.2215935
316	320	1.2218298
402	384	1.2259501
472	407	1.2387106
175	126	1.2412177
464	182	1.2467959
415	247	1.2470835
362	413	1.2476151
183	194	1.2499788
243	300	1.2569772
344	366	1.257951
272	215	1.2620355
417	400	1.2638279
395	362	1.2642546
356	255	1.2692592
354	262	1.2751665
424	190	1.2780524
351	361	1.2788233
329	376	1.2791226
153	232	1.2818508
373	253	1.2823458
310	210	1.2830169
161	248	1.2940224
420	340	1.294815
472	451	1.2982812
85	83	1.2990077
265	233	1.3009956
455	368	1.3062958
87	93	1.3096571
364	221	1.3119065
414	445	1.3144497
431	332	1.3154761
433	231	1.3191087
299	196	1.3229733
132	192	1.3253063
475	481	1.3296224
387	270	1.3313102
403	432	1.3394634
369	236	1.3425025
213	138	1.3468577
142	140	1.3497235
342	204	1.3515508
379	239	1.3540881
477	360	1.3634301
333	276	1.3645056
264	246	1.3669574
237	207	1.3757701
461	377	1.3791757
153	252	1.3915594
227	350	1.4190193
316	402	1.4233494
87	85	1.4332743
213	175	1.4334909
415	439	1.4516859
293	163	1.4663496
399	430	1.4666793
208	193	1.4673407
263	132	1.4676695
169	251	1.4724693
420	424	1.4731607
306	431	1.4749165
250	373	1.4926667
272	161	1.4951427
310	146	1.4992573
243	81	1.5125754
312	283	1.5188384
213	86	1.5270412
387	371	1.537039
331	369	1.5371438
301	352	1.5391273
406	388	1.5464702
330	227	1.5470093
443	404	1.5516834
265	316	1.5521549
288	271	1.555702
299	212	1.5618626
379	426	1.5644932
284	266	1.5690874
310	208	1.5767559
365	321	1.5780128
272	162	1.579057
306	304	1.579706
380	318	1.5833439
339	264	1.5942764
237	292	1.5956684
312	390	1.5987935
344	391	1.5999393
433	477	1.6027237
463	472	1.6039222
461	459	1.6074517
234	414	1.6154518
354	452	1.6168352
482	479	1.6302545
280	235	1.6340826
213	291	1.6360066
344	420	1.6369686
415	443	1.6481035
367	355	1.6524595
272	375	1.6565999
351	395	1.6586527
398	313	1.6610056
169	87	1.6688714
447	450	1.6752963
151	244	1.6761233
344	383	1.6771747
183	312	1.6869009
330	284	1.6918252
463	462	1.6918523
387	437	1.7143987
396	411	1.7228842
153	305	1.7297567
301	306	1.7313707
386	310	1.7337388
412	456	1.7476556
408	324	1.752646
151	263	1.7532939
299	386	1.7677236
237	342	1.7713315
346	457	1.7779857
265	243	1.7870232
272	237	1.8109511
331	380	1.8219368
169	213	1.8268481
308	441	1.8290448
358	325	1.8435032
153	280	1.8579359
469	475	1.8795198
222	101	1.8914081
399	465	1.8917829
403	354	1.9068584
299	317	1.9212537
169	142	1.9284128
461	460	1.9298584
448	105	1.9417768
331	396	1.9440069
425	180	1.9467905
331	220	1.9554399
315	344	1.9891924
455	356	1.992779
299	151	2.0018787
416	282	2.0211031
346	329	2.0321167
272	339	2.0481493
222	250	2.055321
463	351	2.0624933
433	288	2.0686338
398	406	2.1293712
234	410	2.1488197
265	279	2.173082
364	464	2.1834102
315	183	2.2130992
415	399	2.2164772
301	177	2.225283
293	222	2.2303677
446	397	2.23317
330	289	2.2754433
433	265	2.2796016
169	153	2.2871037
333	398	2.294593
408	358	2.3043666
448	412	2.3118548
308	301	2.4040158
299	169	2.447349
234	425	2.5204172
367	330	2.542327
333	455	2.5463178
408	363	2.6188624
482	480	2.6307359
346	447	2.641192
299	417	2.6512456
387	415	2.712848
333	444	2.7290514
272	315	2.7503302
446	331	2.7820964
308	293	2.8345768
463	387	2.942565
416	272	2.9739864
433	403	2.9839656
446	327	3.05378
367	364	3.100009
346	408	3.17236
299	433	3.2737434
308	379	3.2977176
463	482	3.373933
234	446	3.4997904
416	469	3.542996
365	467	3.6602874
333	367	3.713832
234	308	3.7593992
448	346	4.2293496
416	463	4.274625
448	234	4.4470882
333	299	5.2152786
448	333	5.60018
365	416	5.6105237
365	461	6.1461935
448	365	6.6176167
448	483	11.754408
