432	430	0.06367677	485
350	310	0.08479619	486
61	420	0.12941903	487
481	471	0.15663534	488
470	472	0.18959573	489
483	474	0.19024679	490
25	40	0.22183135	491
487	261	0.23074275	492
421	467	0.23363748	493
252	383	0.24576402	494
121	36	0.26055434	495
26	491	0.26765743	496
15	6	0.28339374	497
62	38	0.28743866	498
4	3	0.30752507	499
84	65	0.32236674	500
14	11	0.3301842	501
59	33	0.33118957	502
465	342	0.33212158	503
75	498	0.3461436	504
220	1	0.3724068	505
345	336	0.3768346	506
42	49	0.384455	507
496	504	0.39077345	508
395	422	0.39601985	509
116	2	0.39638457	510
499	501	0.39743707	511
502	27	0.40307164	512
70	39	0.40936553	513
511	497	0.41741556	514
282	371	0.41899022	515
16	89	0.4372941	516
104	21	0.43934858	517
333	454	0.4423441	518
508	10	0.44239718	519
514	30	0.442848	520
81	56	0.4504053	521
19	7	0.4530926	522
67	28	0.46313334	523
72	41	0.4677726	524
126	18	0.47378337	525
510	492	0.48255184	526
147	159	0.48793665	527
45	32	0.4880674	528
48	520	0.4949004	529
128	100	0.5041271	530
507	12	0.50619006	531
46	44	0.5074274	532
54	516	0.5076754	533
434	329	0.51289755	534
120	52	0.51517963	535
101	22	0.5163266	536
156	78	0.5167816	537
519	512	0.52055955	538
529	532	0.5278795	539
210	173	0.52922565	540
500	495	0.5363209	541
119	536	0.54107505	542
24	8	0.5419991	543
403	207	0.5424253	544
79	55	0.54259014	545
99	131	0.5462213	546
23	108	0.54877126	547
183	114	0.55549467	548
83	91	0.55573314	549
533	505	0.560458	550
526	34	0.56322443	551
525	20	0.5648385	552
140	192	0.5782433	553
74	35	0.579072	554
51	521	0.5810667	555
177	135	0.5829993	556
494	243	0.5835917	557
180	64	0.58836013	558
462	475	0.5891543	559
301	260	0.5912351	560
57	547	0.5956584	561
146	522	0.60235876	562
379	98	0.6043093	563
157	144	0.6052132	564
115	132	0.6056736	565
122	150	0.6060403	566
319	338	0.61907065	567
138	53	0.6222813	568
542	73	0.62336487	569
308	225	0.62359065	570
513	538	0.6253315	571
71	37	0.6313967	572
145	5	0.63207334	573
253	50	0.63334084	574
539	517	0.63552105	575
163	231	0.6355377	576
337	288	0.6372257	577
165	29	0.6380345	578
188	174	0.64927787	579
541	543	0.6502378	580
69	523	0.6523421	581
124	92	0.6524838	582
219	189	0.652989	583
86	117	0.65716714	584
118	551	0.6669201	585
127	545	0.67231023	586
452	436	0.6769057	587
402	563	0.6776582	588
425	299	0.6806251	589
367	386	0.68273365	590
97	95	0.68875855	591
537	531	0.6893173	592
363	441	0.68950194	593
167	80	0.68968594	594
