1567	748	0.023424912
2458	2447	0.039999645
521	1087	0.041064147
3471	2810	0.041775044
2861	1948	0.10454915
2458	2410	0.107723914
2164	3120	0.114909545
3658	3800	0.12599276
3064	2012	0.16934441
1034	1977	0.18986297
773	941	0.19305195
3345	2034	0.2071073
1118	2517	0.21591753
2057	2247	0.21942358
64	32	0.24127704
2911	2852	0.25429595
192	365	0.25528362
166	134	0.25685537
1010	628	0.2583923
3767	3506	0.26110873
3738	3485	0.26988336
1481	1071	0.27279988
370	191	0.2731909
98	79	0.28275412
182	568	0.28635263
64	86	0.28649715
25	3	0.29069978
3512	3496	0.29417315
2007	1219	0.2941807
3189	2523	0.29428673
2624	3609	0.2986801
1571	790	0.29910997
58	76	0.3038388
55	138	0.3086616
1069	839	0.31163198
1034	116	0.3122148
125	150	0.31880587
1264	1294	0.3215422
45	40	0.3258103
2616	196	0.32674074
29	5	0.3294357
103	39	0.32946032
433	453	0.33187628
140	22	0.33197817
218	466	0.33502844
158	4	0.33668843
1012	1044	0.33695963
36	0	0.33931178
50	405	0.34188414
57	6	0.34195152
3735	3854	0.3429322
380	701	0.34466848
89	180	0.34484997
626	1004	0.34710655
114	182	0.34807125
3841	3685	0.3493192
31	274	0.34942535
770	137	0.35240683
322	126	0.35449106
80	1034	0.356602
1767	932	0.3576467
77	186	0.35778138
1307	178	0.35914212
3707	3666	0.36098912
2780	3006	0.36206505
359	314	0.36417183
3684	3600	0.3650641
1075	824	0.3676433
1340	1571	0.36802137
1729	2329	0.36869633
82	24	0.37126744
610	993	0.37179562
50	27	0.3761981
280	366	0.37633368
29	158	0.37647852
290	42	0.37766314
136	20	0.37785724
45	62	0.37796065
1346	2325	0.3779638
1628	1167	0.3821578
35	90	0.38286254
92	123	0.38481987
304	281	0.38636214
332	162	0.38753185
1065	998	0.38985774
364	708	0.39015937
2058	890	0.39061683
111	9	0.39088288
1391	1092	0.39196
206	245	0.39233422
56	13	0.39262944
95	73	0.3940637
2238	2083	0.39461052
69	51	0.3946296
711	439	0.39482203
1275	1465	0.39493945
60	1	0.39564514
317	423	0.39717716
1375	784	0.39746833
201	46	0.39859393
3205	3412	0.39920095
1590	65	0.4005738
2616	11	0.40219057
872	719	0.40290293
428	213	0.40299964
1328	861	0.40883592
1036	1360	0.4089662
25	200	0.41050488
459	610	0.4109065
2774	2435	0.41210443
400	368	0.41318643
2024	1597	0.4134534
852	1248	0.41422015
55	181	0.41423142
103	93	0.4145944
1535	493	0.4148154
114	14	0.4153579
2138	2648	0.41599005
952	369	0.4188682
548	367	0.4189846
1333	2155	0.42072234
284	406	0.42093295
3678	3628	0.42170873
376	396	0.42190593
80	2927	0.42329445
341	1357	0.42338964
277	477	0.4236582
2690	3441	0.4257568
1699	289	0.4262582
98	770	0.42816287
56	143	0.42863768
1932	1283	0.42931724
189	75	0.42944005
204	638	0.42949
2739	3002	0.43069306
310	190	0.43086952
958	220	0.43207294
259	205	0.43220305
2434	3410	0.43285006
1393	2142	0.43318018
2463	1523	0.43324643
2011	2190	0.43454364
2932	3127	0.43493912
195	36	0.4355471
83	129	0.43726054
819	235	0.43870845
2114	1362	0.43873823
2861	2912	0.4394802
631	978	0.4397303
12	10	0.4400811
1118	1018	0.4412281
269	485	0.4424302
1731	1838	0.443136
288	572	0.4438819
1782	1930	0.4442236
232	173	0.44437087
82	899	0.44464123
89	38	0.44477987
457	835	0.44564646
109	77	0.44583154
108	2423	0.44662893
1826	2825	0.44720635
1714	691	0.44767928
1020	448	0.44879454
561	476	0.44944915
441	492	0.44944933
92	522	0.4496833
345	355	0.45057425
2651	3214	0.4515411
1278	247	0.4515893
915	3022	0.45172125
1037	816	0.45345873
2643	2164	0.45430493
2105	1121	0.45454386
524	297	0.45506376
2857	3154	0.45536792
1257	1050	0.45617083
2579	2874	0.45701244
1691	2336	0.45737377
1821	2841	0.45740345
703	521	0.4578408
305	179	0.45794216
3887	3889	0.4586426
1643	1445	0.45921427
87	136	0.4592253
512	372	0.459458
1881	1582	0.45945948
1346	1640	0.4601323
1012	1033	0.4606063
64	370	0.46179807
917	785	0.46306613
61	242	0.46336776
327	564	0.46405083
973	1065	0.46443176
1470	895	0.46466866
140	50	0.46535861
3024	2878	0.46575743
2134	2179	0.46597183
192	301	0.46633664
536	658	0.4669015
2105	1548	0.46690357
475	874	0.469957
613	331	0.47043046
1814	2030	0.4714052
400	35	0.47273228
351	144	0.47356275
3032	151	0.47373343
3608	3490	0.4743314
357	1340	0.47438142
69	97	0.47467476
461	332	0.47486663
1030	760	0.47581473
3204	1900	0.47733614
1292	1342	0.47742814
2156	1997	0.4784506
722	725	0.479493
1989	1508	0.48050418
152	155	0.48065612
1984	2271	0.48077136
2175	1136	0.48131862
1419	2321	0.4813867
768	605	0.48210505
3419	3289	0.48216715
1207	1688	0.48257276
686	107	0.4828668
114	82	0.4841797
983	474	0.4844741
2767	3236	0.48491234
2511	1737	0.48559132
702	1764	0.48564675
246	168	0.4857142
3416	2048	0.486144
1253	429	0.48730102
2958	3011	0.4875947
3194	2243	0.4878757
1883	929	0.48861992
1307	231	0.48885247
238	119	0.48923323
3615	118	0.48989424
1875	1858	0.4899206
510	1249	0.49045008
717	244	0.49088815
3699	3558	0.49115774
637	1589	0.4914921
2268	2359	0.49290153
820	1267	0.4931524
720	1075	0.493326
1669	1967	0.49375257
2928	2299	0.49407488
2201	1443	0.49526313
704	1127	0.49560097
449	84	0.49573538
683	627	0.4957672
108	164	0.49635565
2842	1425	0.49690363
1497	1829	0.49756628
1051	645	0.49850628
3115	3392	0.4985134
234	111	0.4985676
773	670	0.49890152
2334	2298	0.4991339
70	121	0.4998904
615	395	0.49995297
1407	1211	0.49998924
2377	2114	0.5004885
238	288	0.5013535
290	57	0.50146025
1529	2952	0.5015132
382	942	0.502025
1058	866	0.5025746
3760	3323	0.5029009
1097	315	0.503409
47	91	0.50370437
1027	821	0.5037673
1470	1210	0.5047693
49	2	0.50492114
490	621	0.5051857
2788	3283	0.5052071
1384	1149	0.5053728
794	533	0.5054285
1487	576	0.5055322
284	305	0.5057062
287	104	0.5060641
1085	707	0.50686127
307	92	0.5070411
969	509	0.50707436
537	680	0.5072931
2655	2961	0.5081874
15	7	0.50834113
2340	1616	0.5090771
302	192	0.50927347
1753	299	0.5096539
1318	744	0.5096856
3245	3652	0.5100893
1510	738	0.51036954
2815	2664	0.5106976
336	102	0.5108178
2919	2668	0.5117889
2328	1391	0.51223856
854	541	0.5123556
1800	1530	0.51275766
438	228	0.5135967
430	132	0.513642
2428	1568	0.5143937
488	433	0.5150591
2265	2558	0.5152601
3577	3758	0.51526326
1361	1495	0.51681334
2383	2960	0.51710397
607	349	0.5172629
464	392	0.5174977
3449	2020	0.5176408
962	634	0.5180007
273	112	0.51922673
862	2552	0.51987845
2267	2098	0.52106595
698	523	0.52133924
263	259	0.5219206
2406	2848	0.522198
534	58	0.5229636
3135	2731	0.5231988
1213	1165	0.52338296
678	1096	0.5234213
101	67	0.5235384
441	256	0.5235703
330	1311	0.52361596
195	72	0.5239022
239	29	0.5253669
2058	805	0.52565014
2821	2667	0.52573866
536	156	0.5263399
252	80	0.5270032
89	98	0.5272268
1086	911	0.5273487
224	99	0.52797836
103	208	0.5283001
1020	100	0.5284257
45	8	0.52863085
1594	1064	0.5287165
706	1052	0.5289777
2072	1456	0.5294133
2365	2803	0.5294384
3045	2131	0.5295607
2149	1181	0.5297867
2388	2156	0.53001153
3182	2219	0.5300357
2292	2294	0.5302227
360	1094	0.5306054
2508	2746	0.5307381
2406	3190	0.53095967
649	1615	0.5310665
3498	3466	0.5315899
1831	1109	0.531608
3286	3478	0.5316193
345	214	0.53192866
54	400	0.5324088
1017	1277	0.5325248
943	229	0.53339547
697	504	0.53428674
845	1590	0.5347941
2011	2772	0.5364397
1234	333	0.53695965
2148	2103	0.5378525
