Snapshot, Tunnel cluster, Tunnel, Throughput, Cost, Bottleneck radius, Bottleneck R error bound, Length, Curvature
frame0.pdb, 1, 1, 0.7590786945191967, 0.27564982511762404, 2.2366458678372014, -, 23.036184039067717, 1.1744880316501862
frame3.pdb, 1, 1, 0.7413361729724394, 0.2993010818386755, 2.292174130349687, -, 24.357515439274156, 1.3380697235698875
frame4.pdb, 1, 2, 0.7167414934823098, 0.33304004246863217, 2.009215963186187, -, 22.37319418339252, 1.1993142943375836
frame6.pdb, 1, 2, 0.7705542590139841, 0.26064520617706105, 2.3206048419621874, -, 23.51115773800987, 1.30377221990114
frame17.pdb, 1, 1, 0.7524288857555763, 0.2844487908041893, 2.2433463868527825, -, 23.102768120125226, 1.2809293110688593
frame18.pdb, 1, 1, 0.6847861775158375, 0.37864863906065876, 2.021824455583136, -, 23.175857442072793, 1.314257523169392
frame19.pdb, 1, 1, 0.7189006734030617, 0.33003207627963027, 2.2277359262392085, -, 24.022314684171473, 1.1757400914753833
frame20.pdb, 1, 1, 0.7334034970819024, 0.31005925504171417, 2.071008845744504, -, 21.70197850571159, 1.2345002526067628
frame21.pdb, 1, 1, 0.7048319460489036, 0.3497958789842795, 2.0099759667843236, -, 24.512460199494008, 1.1615558054978905
frame22.pdb, 1, 2, 0.7980827842401421, 0.22554294726361265, 2.4557783969502602, -, 21.41212777498852, 1.1506934168026175
frame23.pdb, 1, 1, 0.8542944597696831, 0.15747934395658034, 2.7518088083366283, -, 19.316296442887143, 1.157702970708132
frame24.pdb, 1, 1, 0.8698316025444945, 0.13945564636240337, 3.00554135385348, -, 17.504936872225876, 1.0920251084891355
frame25.pdb, 1, 2, 0.7771750033024862, 0.2520897244993109, 2.34416259106699, -, 23.310955559548834, 1.2109399763248836
frame26.pdb, 1, 1, 0.8141466031509788, 0.2056148270449626, 2.7262329824369274, -, 20.511966159074195, 1.125880193062806
frame27.pdb, 1, 1, 0.6990981991284752, 0.3579640614531038, 2.271712330228224, -, 27.017369806387855, 1.2571703959075293
frame28.pdb, 1, 2, 0.678144330268054, 0.3883951371951744, 2.186852581637919, -, 25.514148690316002, 1.371022143959271
frame29.pdb, 1, 2, 0.7074963251103393, 0.3460228436685673, 2.2579910820500215, -, 24.658694755885026, 1.2554166395349446
frame30.pdb, 1, 2, 0.5320122714538101, 0.6310887232640234, 2.0484704344918416, -, 43.41297696075339, 2.143119257749157
frame32.pdb, 1, 2, 0.7104711737851415, 0.3418269039990128, 2.125253407709767, -, 22.18214162977244, 1.2702179525342605
frame33.pdb, 1, 2, 0.808205073945863, 0.21293944827548245, 2.0637045894955337, -, 18.40656065559058, 1.3466325673932575
frame34.pdb, 1, 2, 0.7562792217196915, 0.2793446300931015, 2.4389681838507484, -, 27.77719873702057, 1.3314093262889857
frame35.pdb, 1, 2, 0.5531035647478242, 0.5922100169691439, 2.164116875257914, -, 46.554139976199956, 2.039063298178218
frame36.pdb, 1, 2, 0.6735655126440933, 0.3951700159334568, 2.088869026265364, -, 25.097707496303116, 1.2403830704714005
frame40.pdb, 1, 2, 0.7284842234542086, 0.3167893097869928, 2.3368212791592615, -, 23.237685045311807, 1.416479824361446
frame43.pdb, 1, 2, 0.7370425128167574, 0.3051097048516088, 2.490990163154023, -, 23.751135771431485, 1.2411637009714946
frame44.pdb, 1, 2, 0.7068470432607032, 0.34694098265767975, 2.013922528052146, -, 22.7194165257174, 1.3037806692805856
frame45.pdb, 1, 2, 0.7168067973709594, 0.3329489344269826, 2.273666159702924, -, 23.01522898412751, 1.240073388830263
frame46.pdb, 1, 2, 0.7282442481209707, 0.3171187813942158, 2.3331276902362967, -, 25.35843588401733, 1.292815329977698
frame47.pdb, 1, 2, 0.7024530599381894, 0.3531766986000226, 2.2097878830049815, -, 20.79531979571471, 1.230449300059539
frame48.pdb, 1, 2, 0.7257350001833192, 0.3205703443125906, 2.4080176887126985, -, 25.6248863243927, 1.2080637780898806
frame49.pdb, 1, 1, 0.6920576166116091, 0.36808606583103703, 2.194763871089431, -, 23.516733711303573, 1.3902662579813312
frame50.pdb, 1, 2, 0.7403724272881022, 0.3006019392678277, 2.3173815668742996, -, 22.55976901801089, 1.2068844760745148
