Snapshot, Tunnel cluster, Tunnel, Throughput, Cost, Bottleneck radius, Bottleneck R error bound, Length, Curvature
frame52.pdb, 1, 2, 0.7623638942992027, 0.27133128571319703, 2.1537424622965133, -, 22.89447840105802, 1.3616875559335704
frame53.pdb, 1, 2, 0.7488251295911972, 0.2892497945645689, 2.426550146517899, -, 24.64664951743748, 1.3077882499212412
frame58.pdb, 1, 2, 0.7309214006699913, 0.3134493480366409, 2.0307538788562107, -, 21.8634090246786, 1.3377181139708187
frame59.pdb, 1, 2, 0.7369612594689856, 0.30521995334538043, 2.173847474074443, -, 19.71446759555135, 1.1993482196702463
frame92.pdb, 1, 2, 0.7214516757875105, 0.3264898804367873, 2.015133715251311, -, 21.4290671389165, 1.2343833516176472
frame98.pdb, 1, 2, 0.6544354863368174, 0.4239822678765334, 2.1134895576085637, -, 26.519006444457602, 1.354985433153317
frame107.pdb, 1, 1, 0.6791938841262288, 0.3868486485511164, 2.0191859712624174, -, 20.28632405701261, 1.2636972693375503
frame115.pdb, 1, 2, 0.6664742016821866, 0.4057538472660234, 2.0455909449114227, -, 25.962519328138082, 1.185729925514068
frame133.pdb, 1, 1, 0.6430309048988581, 0.44156249229322475, 2.0111487827956296, -, 26.996972535489352, 1.212780148983598
frame149.pdb, 1, 1, 0.6549053875966079, 0.4232645001976662, 2.100364842664418, -, 28.522472833639245, 1.4118861487165455
frame151.pdb, 1, 1, 0.6782264571404122, 0.38827403922812725, 2.1198286663634596, -, 23.17407967760281, 1.350588150691675
frame154.pdb, 1, 1, 0.6876461100808208, 0.37448094826746353, 2.4015761454416475, -, 25.17711277183994, 1.2239106390328194
frame156.pdb, 1, 1, 0.6967309205881512, 0.36135599643505406, 2.2045367563303877, -, 24.307714689745872, 1.1835389032966253
frame158.pdb, 1, 2, 0.7082776320294548, 0.34491912651867845, 2.076660653291702, -, 21.805104155491257, 1.2775784265660797
frame159.pdb, 1, 1, 0.7810927171284535, 0.24706142027511468, 2.613739854781439, -, 23.322064928958802, 1.1731593053468519
frame160.pdb, 1, 1, 0.6545736937845552, 0.4237711044250462, 2.0462876284627614, -, 27.14706573838645, 1.3004119659554727
frame161.pdb, 1, 1, 0.6980280443321087, 0.35949599890065354, 2.065782880823267, -, 23.932302976575546, 1.2555709913655309
frame162.pdb, 1, 2, 0.7126236014109388, 0.3388019062200191, 2.2638773872545235, -, 25.374852831430747, 1.3141514808100094
frame163.pdb, 1, 1, 0.7111200472679008, 0.34091402057906517, 2.116089750581345, -, 25.2926872493146, 1.2797571479423067
frame165.pdb, 1, 1, 0.6893346612954109, 0.37202840557976297, 2.070068102895295, -, 23.696274609830215, 1.2887190165080475
frame168.pdb, 1, 1, 0.6505381250997919, 0.4299553738311141, 2.235762820761322, -, 28.82446713271602, 1.3794305011972237
frame170.pdb, 1, 1, 0.7996707816625818, 0.22355515893477787, 2.1147556836418318, -, 21.91176729445168, 1.350884567305958
frame172.pdb, 1, 2, 0.7560032051904725, 0.27970966314165424, 2.428088681702963, -, 22.93928635768986, 1.219813207155795
frame174.pdb, 1, 1, 0.699663758432054, 0.3571554044384612, 2.0468058578241815, -, 24.916733707274716, 1.2139086105108077
frame175.pdb, 1, 1, 0.6955201833050124, 0.36309524819065986, 2.0917047631025447, -, 24.22670883383743, 1.324174784242615
frame176.pdb, 1, 1, 0.7447288637695884, 0.2947350680941414, 2.201937665156162, -, 23.9000928795705, 1.2280079425935215
frame178.pdb, 1, 1, 0.7224113071270704, 0.32516062483259955, 2.055157802096377, -, 26.50881635648381, 1.2971585206146554
frame179.pdb, 1, 1, 0.7521534430502491, 0.2848149292376014, 2.450512831263576, -, 25.789183912990737, 1.2411548468852498
frame180.pdb, 1, 1, 0.7272026386882502, 0.3185501075662513, 2.4099725862213477, -, 23.761588242341904, 1.2911336361168713
frame181.pdb, 1, 1, 0.7385315998124201, 0.30309138874208463, 2.2669547099221568, -, 19.874454073559445, 1.2921725251479623
frame182.pdb, 1, 1, 0.7361562436526432, 0.30631289521155275, 2.265297981838944, -, 25.293269936952843, 1.264419189960388
frame183.pdb, 1, 1, 0.7513647768026115, 0.28586402370091774, 2.087051501431061, -, 24.3934079647966, 1.2364717883489096
frame185.pdb, 1, 1, 0.7437565311732305, 0.29604154075146843, 2.1768402173596266, -, 22.654585049701392, 1.1954273538625855
frame188.pdb, 1, 1, 0.7288150862049106, 0.3163352331890091, 2.1942726371947883, -, 22.94052946790949, 1.240059398532164
frame190.pdb, 1, 1, 0.745232495903559, 0.2940590342495294, 2.2866668990497656, -, 23.350495620350703, 1.2072441011717747
frame192.pdb, 1, 1, 0.7482226055421329, 0.2900547442898949, 2.331372848204401, -, 24.966610412046343, 1.3084365339842998
frame194.pdb, 1, 1, 0.7022661075115606, 0.35344287625611887, 2.1338145832094817, -, 25.085858403692047, 1.2444258456941697
frame197.pdb, 1, 1, 0.7269715744324748, 0.31886790203081433, 2.1224758660270435, -, 23.661639670124085, 1.3439267940613182
frame201.pdb, 1, 1, 0.7711523270951497, 0.25986935412252027, 2.3415267405053113, -, 20.554524182583336, 1.4050120880162247
frame202.pdb, 1, 1, 0.7484770515364884, 0.2897147348623476, 2.065149390337803, -, 22.16277885881008, 1.1859465187667004
frame203.pdb, 1, 1, 0.6770314595490802, 0.39003753809622094, 2.034937917595628, -, 27.145245416942238, 1.4524398747680158
frame204.pdb, 1, 1, 0.7464806836319945, 0.29238553824927394, 2.2456409310464247, -, 21.696032223453646, 1.2897347328261224
frame205.pdb, 1, 1, 0.648934256100555, 0.4324238677165809, 2.0245541286465345, -, 26.705891329278096, 1.4606586058081967
frame206.pdb, 1, 2, 0.7230023417360968, 0.32434281791285446, 2.277685307286605, -, 25.77246455135541, 1.2626614145682071
frame207.pdb, 1, 2, 0.7276370180445534, 0.31795295671570784, 2.4033858042608784, -, 23.03106234316713, 1.2340015810045375
frame208.pdb, 1, 1, 0.7463084716452206, 0.292616263381392, 2.240740062709821, -, 22.067896548236824, 1.1976264405300099
frame210.pdb, 1, 2, 0.7228293416350282, 0.3245821266842473, 2.2124799379379168, -, 21.74873697843372, 1.2410524175929205
frame211.pdb, 1, 1, 0.722587119781778, 0.3249172852520143, 2.1428364099067734, -, 22.35979569368105, 1.4877061953312805
frame212.pdb, 1, 2, 0.707059751394077, 0.3466401026622196, 2.107421660004454, -, 26.161423729986588, 1.2470492142978649
frame213.pdb, 1, 1, 0.7220290352757787, 0.3256899258345095, 2.088055199473481, -, 22.527257195759482, 1.2246519677835883
frame214.pdb, 1, 1, 0.736075063550282, 0.3064231769343315, 2.3767182772101787, -, 25.157494210910173, 1.2859015492572095
frame216.pdb, 1, 1, 0.6985729521024509, 0.35871566464715704, 2.1242381702673274, -, 23.552295658842922, 1.3044345366577461
frame219.pdb, 1, 1, 0.7282378818279779, 0.3171275234074021, 2.155073389666896, -, 23.564355788069975, 1.2180155653281235
frame220.pdb, 1, 2, 0.6921332074167927, 0.36797684562245503, 2.0044235083677275, -, 23.399146458588604, 1.1745250423032076
frame222.pdb, 1, 2, 0.6675086708526256, 0.4042028987507158, 2.1141371580750654, -, 26.42538875619449, 1.25998314863991
frame223.pdb, 1, 2, 0.7355048304276128, 0.3071981714195696, 2.201503243631664, -, 23.541772053413094, 1.2562984306622418
frame224.pdb, 1, 1, 0.7382934983434626, 0.30341383920872134, 2.129743083246935, -, 20.88440663369057, 1.289560627146051
frame225.pdb, 1, 1, 0.7323998156325123, 0.31142871791240795, 2.1116738478970563, -, 22.57488409965769, 1.2616994568264623
frame226.pdb, 1, 1, 0.717671488770703, 0.33174335116674375, 2.091809605488292, -, 19.863775198384314, 1.1765170503612667
frame227.pdb, 1, 2, 0.6305537800526205, 0.46115682974829714, 2.0035259458672856, -, 28.07180366458679, 1.3391377303807133
frame228.pdb, 1, 1, 0.6976886448742868, 0.3599823432528227, 2.0286479114035583, -, 25.357690027455778, 1.234421061470988
frame229.pdb, 1, 1, 0.7526278578351923, 0.28418438604786034, 2.0804898918192727, -, 24.40936792781252, 1.236657695108423
frame230.pdb, 1, 1, 0.7168084078981667, 0.33294668762156177, 2.0594047700961653, -, 24.467723821086018, 1.2188012787970763
frame232.pdb, 1, 1, 0.7422655065947442, 0.2980482742196829, 2.1369834168139246, -, 24.81971898808418, 1.2412933932660948
frame233.pdb, 1, 1, 0.7099544923094153, 0.3425544063398217, 2.0994123843555412, -, 25.981360074625712, 1.2680480199000272
frame234.pdb, 1, 1, 0.6845216264199814, 0.3790350402750347, 2.0219750103309897, -, 26.970812172742846, 1.252926962108906
frame238.pdb, 1, 1, 0.7471519197863437, 0.29148674131889046, 2.0158290248233843, -, 23.764730327801068, 1.1912322489434262
frame241.pdb, 1, 2, 0.7514887275902262, 0.2856990697815457, 2.3133510692694306, -, 20.251994935770245, 1.2457824325460407
frame242.pdb, 1, 1, 0.6972174789863338, 0.360657895389002, 2.131182056382267, -, 25.678083711101245, 1.3500070927195895
frame243.pdb, 1, 1, 0.817402759935017, 0.2016233313773363, 2.2935611521597696, -, 21.98374607513003, 1.1785021853758695
frame244.pdb, 1, 1, 0.6797740231274058, 0.3859948549724424, 2.005008882911608, -, 25.098717432769206, 1.2131300762999346
frame245.pdb, 1, 1, 0.7185409757180331, 0.330532545558166, 2.327555002111805, -, 24.43502841850528, 1.2785401213410632
frame246.pdb, 1, 1, 0.7813680594689459, 0.2467089732281657, 2.547345687979397, -, 26.609873003791446, 1.2368462075224378
frame247.pdb, 1, 1, 0.7406869169476415, 0.3001772572110418, 2.4406069242542623, -, 24.516367988925385, 1.3011029754545624
frame248.pdb, 1, 1, 0.7296301946385546, 0.3152174558829716, 2.371033832766063, -, 23.22551126339716, 1.320270293846856
frame249.pdb, 1, 1, 0.8018947052355921, 0.22077796996487423, 2.3020947785488524, -, 21.65618835531367, 1.2053608219725576
frame250.pdb, 1, 1, 0.7469163407642846, 0.2918020937431828, 2.332813815309189, -, 23.9943220147178, 1.2628427920183545
frame251.pdb, 1, 1, 0.7364270338795789, 0.3059451194339524, 2.3003826955876328, -, 26.98851740012224, 1.2356620552141053
frame252.pdb, 1, 1, 0.6714698723261159, 0.3982861302560182, 2.022802396619271, -, 26.145671545556503, 1.274578840242767
frame253.pdb, 1, 1, 0.6920783674689478, 0.36805608198901724, 2.2217636722591525, -, 27.885409642525666, 1.204796116927775
frame257.pdb, 1, 1, 0.6943244427118312, 0.36481593101494364, 2.105944889233101, -, 23.385055900209778, 1.228020810681019
frame258.pdb, 1, 1, 0.7839673333053725, 0.24338792620214136, 2.481620867573122, -, 22.64577070419608, 1.1813223366961956
frame261.pdb, 1, 1, 0.7446377637670256, 0.294857401978884, 2.1655453755596104, -, 25.090744938144045, 1.2932487369161725
frame262.pdb, 1, 1, 0.719098752599257, 0.3297565835445618, 2.00524434583622, -, 25.2548795441803, 1.2504341594111816
frame263.pdb, 1, 1, 0.7385108663167215, 0.30311946308141546, 2.2309972073535684, -, 23.771452505295155, 1.1630754409566737
frame264.pdb, 1, 1, 0.712652731868757, 0.3387610292937107, 2.2267131297630334, -, 25.839591842534446, 1.2755443215909377
frame265.pdb, 1, 1, 0.74195099632933, 0.2984720806785143, 2.358941025539406, -, 24.264112808078025, 1.1829083285731739
frame266.pdb, 1, 1, 0.6105865305635501, 0.49333525827031405, 2.0068824975426542, -, 30.85691236697688, 1.4049932825229001
frame267.pdb, 1, 1, 0.7355159886726365, 0.3071830006689194, 2.3817991194295285, -, 25.75281735880145, 1.2704133121808325
frame268.pdb, 1, 1, 0.7428539481152059, 0.2972558240913253, 2.169051482177429, -, 22.672704041575884, 1.3399128354689824
frame269.pdb, 1, 1, 0.6883448239126878, 0.37346536905882183, 2.2902450724279833, -, 26.409516533045174, 1.2853563956584533
frame273.pdb, 1, 1, 0.708869118626377, 0.34408436945347676, 2.2357659451790575, -, 26.16549475049485, 1.3956204281480802
frame276.pdb, 1, 1, 0.6993249972625546, 0.3576396987899941, 2.053662235968686, -, 24.385905164769294, 1.3373413505674434
frame277.pdb, 1, 1, 0.6888210874166227, 0.3727737116208857, 2.0277346042511066, -, 28.711531858227925, 1.341428385208342
frame283.pdb, 1, 1, 0.6713750686948301, 0.39842732843690604, 2.1607331838019768, -, 30.572327182325765, 1.465259912486356
frame289.pdb, 1, 2, 0.7076690736709722, 0.34577870462780264, 2.3013062055934683, -, 26.943508464785392, 1.2220197918592302
frame291.pdb, 1, 1, 0.7329721733401175, 0.3106475405171546, 2.165826975719935, -, 26.55901530311056, 1.3046503677158001
frame294.pdb, 1, 1, 0.7009108488725806, 0.3553745771071614, 2.039773956395112, -, 23.250240848460127, 1.3806832698982403
frame295.pdb, 1, 1, 0.815322414082988, 0.20417164386853795, 2.358396173206674, -, 22.652682236310667, 1.304063765845157
frame296.pdb, 1, 1, 0.7564180878430218, 0.27916102941788046, 2.3291390753175385, -, 25.950757962959358, 1.3053357847191591
frame297.pdb, 1, 1, 0.7552429306398136, 0.28071581905070453, 2.2323840176121568, -, 27.262842519446707, 1.3514758920885321
frame298.pdb, 1, 2, 0.7323035516894534, 0.3115601628798262, 2.3606133422563973, -, 28.393243586579736, 1.2563837782770202
frame299.pdb, 1, 1, 0.6809837812727224, 0.3842167891621601, 2.0960631336746642, -, 25.85984354160965, 1.2023761372521284
frame300.pdb, 1, 2, 0.7584793016277303, 0.2764397691252433, 2.2915712264635477, -, 26.72647614549402, 1.2927049334095748
frame301.pdb, 1, 2, 0.745746102243719, 0.2933700822268596, 2.3267190985892654, -, 24.154303978904895, 1.2796773412411502
frame304.pdb, 1, 1, 0.6923536010725758, 0.36765846966351734, 2.2901058287448643, -, 26.079250840914884, 1.3082887457331185
frame305.pdb, 1, 1, 0.7367247154202089, 0.3055409770299899, 2.3289710872304026, -, 25.17999309258207, 1.2878535466128986
frame307.pdb, 1, 2, 0.6742488691793761, 0.39415599411702107, 2.0841868951595908, -, 26.869513901382668, 1.2902554179411518
frame308.pdb, 1, 1, 0.7235484430155543, 0.3235877786689403, 2.1037794648409056, -, 25.70436295721322, 1.2147514307454836
frame319.pdb, 1, 1, 0.7241080052790657, 0.3228147191601904, 2.2594255446943556, -, 25.25770638213442, 1.3373508516492525
frame320.pdb, 1, 1, 0.7714576460449221, 0.2594735068778175, 2.40913185061315, -, 24.10016284946808, 1.2293119959124568
frame321.pdb, 1, 1, 0.7189069694713635, 0.33002331840672144, 2.004301368066291, -, 23.04963523295508, 1.1986752321673253
frame323.pdb, 1, 1, 0.6414145327437049, 0.4440793341317713, 2.1102630894315872, -, 27.20917795709128, 1.359760610949594
frame324.pdb, 1, 1, 0.6888074062802236, 0.37279357348707404, 2.1985164801449546, -, 27.10382389041047, 1.2418441483269294
frame325.pdb, 1, 1, 0.705295586294246, 0.3491382927001803, 2.125745872158305, -, 24.3705152793749, 1.2579558433887235
frame326.pdb, 1, 1, 0.7073723627532299, 0.34619807174236655, 2.1082434826246974, -, 25.178932312122576, 1.2161276300944728
frame327.pdb, 1, 1, 0.6818632195253166, 0.3829261991338637, 2.004262917928493, -, 25.470928915417893, 1.2747477905286047
frame328.pdb, 1, 1, 0.6996451830704001, 0.3571819537744999, 2.0239391008531245, -, 24.774354918613426, 1.2697212092371253
frame330.pdb, 1, 1, 0.7615941405688809, 0.2723414891153534, 2.254670193255219, -, 24.274617787783097, 1.2422402621672066
frame331.pdb, 1, 1, 0.7894513498100163, 0.2364170687050528, 2.253077062288824, -, 23.37700501724739, 1.292606548593194
frame332.pdb, 1, 1, 0.713972099744285, 0.3369113933944354, 2.074779040823749, -, 22.414143659939427, 1.238699186001
frame333.pdb, 1, 1, 0.6337785752095918, 0.4560556360051133, 2.00844729797237, -, 26.23119423533629, 1.2865523100767537
frame338.pdb, 1, 1, 0.7258777068751572, 0.32037372617663223, 2.1945070486027802, -, 25.96752444441982, 1.336853026148117
frame339.pdb, 1, 1, 0.6457463395185048, 0.43734851559599763, 2.001693798917083, -, 31.013882001010415, 1.3106263750476987
frame340.pdb, 1, 1, 0.6953202853168603, 0.3633826973899582, 2.023826745822676, -, 22.83720257115697, 1.19464495231336
frame341.pdb, 1, 1, 0.6970891925529168, 0.36084191004861393, 2.1781628814672995, -, 25.461634514542872, 1.274074917870307
frame344.pdb, 1, 2, 0.6679431158823298, 0.40355226493623364, 2.084561937554181, -, 25.003170935433694, 1.2612688375854957
frame345.pdb, 1, 1, 0.7320364068945595, 0.31192503006287553, 2.3480948455572674, -, 24.862252691383464, 1.2142924696052446
frame346.pdb, 1, 1, 0.6631196805766016, 0.4107997913967117, 2.0185736453246355, -, 22.626261407490333, 1.2541736013813671
frame348.pdb, 1, 2, 0.706329585848435, 0.3476733149433063, 2.0352471762803352, -, 26.12706830018305, 1.2793858131612994
frame350.pdb, 1, 1, 0.6725710140539117, 0.3966475759749364, 2.2387625162497926, -, 25.054797389432334, 1.3652391336117857
frame352.pdb, 1, 1, 0.7287283342799767, 0.3164542717353976, 2.271757772168648, -, 26.903582358588213, 1.3599996760706243
frame354.pdb, 1, 1, 0.6763221106071, 0.39108582144593984, 2.100449290090448, -, 26.010414571289, 1.4050287977700027
frame355.pdb, 1, 1, 0.7043887189008985, 0.35042491767728784, 2.057088034726265, -, 26.438481326764784, 1.3776500410329857
frame359.pdb, 1, 2, 0.6649787674836715, 0.40800016743199413, 2.000808095189085, -, 28.78007385542929, 1.35513908800438
frame361.pdb, 1, 2, 0.6645914199954527, 0.40858283317288574, 2.030178963290374, -, 25.504362496731442, 1.317605590472092
frame363.pdb, 1, 1, 0.6755952310606671, 0.3921611528942063, 2.110298876930549, -, 27.274410643723073, 1.2643780798483513
frame365.pdb, 1, 1, 0.6812845271467977, 0.38377525223862974, 2.164207240542394, -, 26.33835167403415, 1.373753774350701
frame366.pdb, 1, 1, 0.6653328519151817, 0.40746783435347556, 2.011191503403362, -, 30.592645693758787, 1.3227546544653963
frame369.pdb, 1, 1, 0.6820847198313059, 0.3826014062271183, 2.200713994238325, -, 25.15085523513793, 1.2221902635726771
frame370.pdb, 1, 1, 0.6436502204914275, 0.44059983631238314, 2.0321851888750517, -, 27.042866389475485, 1.2634479766277522
frame371.pdb, 1, 1, 0.7143530881189627, 0.3363779177028342, 2.1804844403410826, -, 30.247459933321277, 1.3515930945246954
frame372.pdb, 1, 1, 0.7632274007968072, 0.2701992569810002, 2.312762298645284, -, 26.709321773884895, 1.3103930470900842
frame374.pdb, 1, 1, 0.7231426620900198, 0.3241487566617461, 2.208669128048421, -, 27.30636942194871, 1.3192708864651317
frame375.pdb, 1, 1, 0.7058396015842516, 0.34836726052462463, 2.014872484408352, -, 26.504622945697097, 1.262356345465553
frame376.pdb, 1, 1, 0.7364005777803774, 0.30598104502224915, 2.283054808976969, -, 29.459855654985745, 1.5036389516823887
frame377.pdb, 1, 1, 0.685936949768443, 0.37696956543876875, 2.377229360933616, -, 28.51396249477628, 1.2704966256277992
frame380.pdb, 1, 1, 0.6640800894435291, 0.40935252014748325, 2.0177010800648683, -, 28.56561656863594, 1.3132169024915294
frame381.pdb, 1, 1, 0.6760832904205974, 0.3914389998476283, 2.068515814027643, -, 28.83752443696069, 1.3591623982896415
frame382.pdb, 1, 1, 0.7620930256149199, 0.27168664988727753, 2.163555502661368, -, 22.643390919442346, 1.2697340688952368
frame383.pdb, 1, 1, 0.6998145644710037, 0.3569398869315939, 2.0439912473343744, -, 23.402238221699708, 1.2355845824234513
frame384.pdb, 1, 1, 0.807292043040389, 0.21406978889087142, 2.593555690624343, -, 21.864660893835087, 1.2341266616111346
frame385.pdb, 1, 1, 0.7152669646073432, 0.3350994289027955, 2.046347575937066, -, 30.547733959005118, 1.4269261637806692
frame386.pdb, 1, 1, 0.6580082454566955, 0.41853781664613054, 2.0603546157821873, -, 23.995048765922768, 1.2354962536103509
frame387.pdb, 1, 1, 0.7579044839385268, 0.27719791191496135, 2.1717011369427857, -, 19.22758814413557, 1.1975618790205316
frame389.pdb, 1, 1, 0.7555918194657234, 0.2802539699542537, 2.43296090638239, -, 27.26836583096625, 1.3761149796099894
frame390.pdb, 1, 1, 0.65485106056698, 0.4233474576509168, 2.0510333952165953, -, 29.832634087609847, 1.2364841557763426
frame391.pdb, 1, 1, 0.5982429208780644, 0.5137583853132861, 2.0007606478583755, -, 31.597279586603285, 1.3662652836170415
frame392.pdb, 1, 1, 0.6955204423852177, 0.3630948756922575, 2.1333400013344903, -, 26.0466416983756, 1.4002798597294344
frame393.pdb, 1, 1, 0.6807398077915907, 0.38457511956886165, 2.3095685567264566, -, 30.044591315362506, 1.4519462357710926
frame394.pdb, 1, 1, 0.7635946725392958, 0.2697181639237458, 2.3548397940342802, -, 25.25184003353704, 1.2424406280398261
frame397.pdb, 1, 1, 0.7078720597685642, 0.34549190815938763, 2.10264149834716, -, 24.849453922363992, 1.3281185307168488
frame399.pdb, 1, 2, 0.7065517029519877, 0.3473588977206519, 2.130824193394698, -, 30.40076029177692, 1.223839527181034
frame400.pdb, 1, 2, 0.7468536609517615, 0.29188601538103576, 2.4789592490926227, -, 29.901903310530592, 1.2646537715329416
frame401.pdb, 1, 2, 0.7301488881701018, 0.3145068092385788, 2.196199441567658, -, 27.313303015717914, 1.4415030728691478
frame403.pdb, 1, 2, 0.7188746345341641, 0.33006829733413956, 2.371406338108989, -, 28.8285298949087, 1.2376829722402656
frame404.pdb, 1, 2, 0.7314017612828977, 0.3127923651717277, 2.1185913152096747, -, 27.048553991120254, 1.2425447202261783
frame406.pdb, 1, 2, 0.7523514717504178, 0.28455168157471344, 2.2449266568642043, -, 24.513232445759826, 1.2441091411192207
frame408.pdb, 1, 2, 0.8105838730318657, 0.2100004600859306, 2.5592760936745127, -, 23.852016917998277, 1.202327797842473
frame409.pdb, 1, 2, 0.7719451365215937, 0.2588417981645907, 2.2762361088965664, -, 17.481139069884666, 1.140093425914191
frame410.pdb, 1, 1, 0.8654865065961356, 0.1444634947864954, 2.4622494181863566, -, 16.61858535003432, 1.13201796291637
frame411.pdb, 1, 1, 0.8302593507460136, 0.1860171562219901, 2.1646946373428966, -, 17.444459587277496, 1.170022722179861
frame412.pdb, 1, 1, 0.8199720810690367, 0.19848498678025125, 2.2022849975742016, -, 17.76602499042366, 1.2971932539961446
frame413.pdb, 1, 1, 0.750020701887892, 0.287654470315534, 2.097471262233065, -, 21.96533287910646, 1.1907428533949491
frame414.pdb, 1, 2, 0.7147804554010179, 0.3357798388224776, 2.1666056267540865, -, 24.56340656143405, 1.2708290188313944
frame415.pdb, 1, 2, 0.648122054030979, 0.433676245380357, 2.0911972452763976, -, 25.932075890616044, 1.2405595855917972
frame416.pdb, 1, 2, 0.701406582155349, 0.35466755700964264, 2.125913793006821, -, 25.847452980401947, 1.3300910761392855
frame417.pdb, 1, 1, 0.8055001230803408, 0.2162919235651931, 2.5058155849214074, -, 21.80448161819608, 1.2120780856027202
frame418.pdb, 1, 1, 0.7683969781384721, 0.26344878076273537, 2.0520248137545796, -, 20.521654342133758, 1.1593951388991328
frame419.pdb, 1, 2, 0.6693874658808566, 0.40139221478885445, 2.0680779464046184, -, 25.9107279652439, 1.2743954015345322
frame421.pdb, 1, 2, 0.6977509632796726, 0.35989302601535417, 2.201265843241057, -, 28.518160309771172, 1.4031871788346946
frame422.pdb, 1, 2, 0.7400988061341828, 0.3009715798942144, 2.105135578641552, -, 20.281744266801812, 1.1926244524528202
frame423.pdb, 1, 2, 0.7196275574554567, 0.32902148212003546, 2.2717465689548337, -, 24.78060791557637, 1.2363111312512935
frame426.pdb, 1, 1, 0.7512267388314396, 0.28604775689802947, 2.088234827226552, -, 24.168090451977925, 1.18043418791501
