Tunnel ID, Cluster priority, Cluster ID
8206, 1, 7878
8227, 1, 7878
8245, 1, 7878
8281, 1, 7878
8305, 1, 7878
8317, 1, 7878
8329, 1, 7878
8338, 1, 7878
8360, 1, 7878
8369, 1, 7878
8375, 1, 7878
8421, 1, 7878
8458, 1, 7878
8472, 1, 7878
8488, 1, 7878
8531, 1, 7878
8544, 1, 7878
8570, 1, 7878
8586, 1, 7878
8627, 1, 7878
8643, 1, 7878
8660, 1, 7878
8680, 1, 7878
8725, 1, 7878
8732, 1, 7878
8777, 1, 7878
8787, 1, 7878
8805, 1, 7878
8817, 1, 7878
8844, 1, 7878
8864, 1, 7878
8878, 1, 7878
8888, 1, 7878
8922, 1, 7878
8941, 1, 7878
8945, 1, 7878
8971, 1, 7878
8997, 1, 7878
9031, 1, 7878
9053, 1, 7878
9083, 1, 7878
9094, 1, 7878
9117, 1, 7878
9127, 1, 7878
9154, 1, 7878
9191, 1, 7878
9215, 1, 7878
9240, 1, 7878
9282, 1, 7878
9317, 1, 7878
9334, 1, 7878
9358, 1, 7878
9393, 1, 7878
9432, 1, 7878
9455, 1, 7878
9457, 1, 7878
9477, 1, 7878
9504, 1, 7878
9507, 1, 7878
9515, 1, 7878
9558, 1, 7878
9571, 1, 7878
9618, 1, 7878
9630, 1, 7878
9685, 1, 7878
9703, 1, 7878
9726, 1, 7878
9748, 1, 7878
9769, 1, 7878
9802, 1, 7878
9825, 1, 7878
9853, 1, 7878
9862, 1, 7878
9900, 1, 7878
9920, 1, 7878
9939, 1, 7878
9982, 1, 7878
10006, 1, 7878
10020, 1, 7878
10048, 1, 7878
10063, 1, 7878
10072, 1, 7878
10090, 1, 7878
10104, 1, 7878
10114, 1, 7878
10131, 1, 7878
10141, 1, 7878
10158, 1, 7878
10181, 1, 7878
10214, 1, 7878
10234, 1, 7878
10246, 1, 7878
10270, 1, 7878
10276, 1, 7878
10313, 1, 7878
10319, 1, 7878
10340, 1, 7878
10356, 1, 7878
10379, 1, 7878
10420, 1, 7878
10425, 1, 7878
10442, 1, 7878
10457, 1, 7878
10489, 1, 7878
10504, 1, 7878
10518, 1, 7878
10551, 1, 7878
10588, 1, 7878
10602, 1, 7878
10616, 1, 7878
10648, 1, 7878
10663, 1, 7878
10706, 1, 7878
10719, 1, 7878
10724, 1, 7878
10734, 1, 7878
10759, 1, 7878
10763, 1, 7878
10796, 1, 7878
10800, 1, 7878
10832, 1, 7878
10843, 1, 7878
10863, 1, 7878
10889, 1, 7878
10905, 1, 7878
10917, 1, 7878
10943, 1, 7878
10955, 1, 7878
10964, 1, 7878
10967, 1, 7878
10982, 1, 7878
11004, 1, 7878
11012, 1, 7878
11023, 1, 7878
11052, 1, 7878
11065, 1, 7878
11076, 1, 7878
11079, 1, 7878
11095, 1, 7878
11135, 1, 7878
11139, 1, 7878
11142, 1, 7878
11144, 1, 7878
11147, 1, 7878
11169, 1, 7878
11180, 1, 7878
11192, 1, 7878
11217, 1, 7878
11225, 1, 7878
11229, 1, 7878
11259, 1, 7878
11271, 1, 7878
11288, 1, 7878
11309, 1, 7878
11313, 1, 7878
11325, 1, 7878
11329, 1, 7878
11343, 1, 7878
11360, 1, 7878
11372, 1, 7878
11391, 1, 7878
11399, 1, 7878
11417, 1, 7878
11447, 1, 7878
11459, 1, 7878
11465, 1, 7878
11479, 1, 7878
11508, 1, 7878
11519, 1, 7878
11540, 1, 7878
11550, 1, 7878
11552, 1, 7878
11560, 1, 7878
11589, 1, 7878
11600, 1, 7878
11632, 1, 7878
11644, 1, 7878
11650, 1, 7878
11658, 1, 7878
11689, 1, 7878
11692, 1, 7878
11713, 1, 7878
11722, 1, 7878
11739, 1, 7878
11771, 1, 7878
11787, 1, 7878
11797, 1, 7878
11810, 1, 7878
11838, 1, 7878
11860, 1, 7878
11878, 1, 7878
11893, 1, 7878
11912, 1, 7878
11915, 1, 7878
11937, 1, 7878
11960, 1, 7878
22, 2, 7874
64, 2, 7874
67, 2, 7874
79, 2, 7874
101, 2, 7874
103, 2, 7874
105, 2, 7874
127, 2, 7874
145, 2, 7874
149, 2, 7874
156, 2, 7874
195, 2, 7874
241, 2, 7874
329, 2, 7874
366, 2, 7874
381, 2, 7874
419, 2, 7874
455, 2, 7874
530, 2, 7874
551, 2, 7874
564, 2, 7874
600, 2, 7874
627, 2, 7874
705, 2, 7874
722, 2, 7874
750, 2, 7874
784, 2, 7874
798, 2, 7874
833, 2, 7874
871, 2, 7874
880, 2, 7874
889, 2, 7874
907, 2, 7874
923, 2, 7874
961, 2, 7874
981, 2, 7874
1011, 2, 7874
1029, 2, 7874
1076, 2, 7874
1095, 2, 7874
1145, 2, 7874
1152, 2, 7874
1200, 2, 7874
1206, 2, 7874
1218, 2, 7874
1227, 2, 7874
1241, 2, 7874
1265, 2, 7874
1266, 2, 7874
1276, 2, 7874
1283, 2, 7874
1288, 2, 7874
1290, 2, 7874
1296, 2, 7874
1300, 2, 7874
1309, 2, 7874
1322, 2, 7874
1326, 2, 7874
1330, 2, 7874
1335, 2, 7874
1349, 2, 7874
1354, 2, 7874
1379, 2, 7874
1389, 2, 7874
1408, 2, 7874
1429, 2, 7874
1449, 2, 7874
1463, 2, 7874
1497, 2, 7874
1516, 2, 7874
1530, 2, 7874
1540, 2, 7874
1566, 2, 7874
1627, 2, 7874
1648, 2, 7874
1697, 2, 7874
1793, 2, 7874
1865, 2, 7874
1868, 2, 7874
1901, 2, 7874
1923, 2, 7874
1958, 2, 7874
1983, 2, 7874
2002, 2, 7874
2007, 2, 7874
2041, 2, 7874
2104, 2, 7874
2146, 2, 7874
2150, 2, 7874
2194, 2, 7874
2220, 2, 7874
2259, 2, 7874
2291, 2, 7874
2334, 2, 7874
2353, 2, 7874
2366, 2, 7874
2455, 2, 7874
2496, 2, 7874
2560, 2, 7874
2574, 2, 7874
2584, 2, 7874
2610, 2, 7874
2644, 2, 7874
2693, 2, 7874
2716, 2, 7874
2721, 2, 7874
2752, 2, 7874
2779, 2, 7874
2869, 2, 7874
2890, 2, 7874
2912, 2, 7874
2936, 2, 7874
3022, 2, 7874
3062, 2, 7874
3077, 2, 7874
3140, 2, 7874
3149, 2, 7874
3177, 2, 7874
3254, 2, 7874
3360, 2, 7874
3371, 2, 7874
3389, 2, 7874
3418, 2, 7874
3419, 2, 7874
3421, 2, 7874
3455, 2, 7874
3484, 2, 7874
3492, 2, 7874
3532, 2, 7874
3567, 2, 7874
3569, 2, 7874
3590, 2, 7874
3610, 2, 7874
3635, 2, 7874
3655, 2, 7874
3679, 2, 7874
3697, 2, 7874
3704, 2, 7874
3721, 2, 7874
3732, 2, 7874
3740, 2, 7874
3752, 2, 7874
3760, 2, 7874
3787, 2, 7874
3798, 2, 7874
3818, 2, 7874
3832, 2, 7874
3843, 2, 7874
3857, 2, 7874
3871, 2, 7874
3892, 2, 7874
3901, 2, 7874
3936, 2, 7874
3949, 2, 7874
3963, 2, 7874
3978, 2, 7874
3996, 2, 7874
4001, 2, 7874
4022, 2, 7874
4044, 2, 7874
4062, 2, 7874
4088, 2, 7874
4113, 2, 7874
4133, 2, 7874
4157, 2, 7874
4164, 2, 7874
4176, 2, 7874
4189, 2, 7874
4201, 2, 7874
4210, 2, 7874
4215, 2, 7874
4226, 2, 7874
4250, 2, 7874
4263, 2, 7874
4265, 2, 7874
4275, 2, 7874
4285, 2, 7874
4304, 2, 7874
4320, 2, 7874
4326, 2, 7874
4351, 2, 7874
4357, 2, 7874
4366, 2, 7874
4380, 2, 7874
4387, 2, 7874
4392, 2, 7874
4412, 2, 7874
4435, 2, 7874
4459, 2, 7874
4477, 2, 7874
4504, 2, 7874
4528, 2, 7874
4555, 2, 7874
4560, 2, 7874
4574, 2, 7874
4583, 2, 7874
4597, 2, 7874
4604, 2, 7874
4607, 2, 7874
4614, 2, 7874
4626, 2, 7874
4646, 2, 7874
4654, 2, 7874
4667, 2, 7874
4674, 2, 7874
4682, 2, 7874
4691, 2, 7874
4696, 2, 7874
4704, 2, 7874
4707, 2, 7874
4708, 2, 7874
4712, 2, 7874
4751, 2, 7874
4769, 2, 7874
4778, 2, 7874
4821, 2, 7874
4827, 2, 7874
4861, 2, 7874
4876, 2, 7874
4902, 2, 7874
4920, 2, 7874
4934, 2, 7874
4940, 2, 7874
4949, 2, 7874
4962, 2, 7874
4986, 2, 7874
4994, 2, 7874
4998, 2, 7874
5000, 2, 7874
5030, 2, 7874
5063, 2, 7874
5072, 2, 7874
5086, 2, 7874
5106, 2, 7874
5111, 2, 7874
5159, 2, 7874
5407, 2, 7874
5423, 2, 7874
5622, 2, 7874
5664, 2, 7874
5681, 2, 7874
5736, 2, 7874
5755, 2, 7874
5804, 2, 7874
5863, 2, 7874
5908, 2, 7874
5926, 2, 7874
5945, 2, 7874
5989, 2, 7874
6013, 2, 7874
6027, 2, 7874
6056, 2, 7874
6103, 2, 7874
6142, 2, 7874
6161, 2, 7874
6215, 2, 7874
6224, 2, 7874
6268, 2, 7874
6331, 2, 7874
6360, 2, 7874
6411, 2, 7874
6422, 2, 7874
6447, 2, 7874
6510, 2, 7874
6536, 2, 7874
6566, 2, 7874
6588, 2, 7874
6641, 2, 7874
6684, 2, 7874
6710, 2, 7874
6726, 2, 7874
6760, 2, 7874
6818, 2, 7874
6825, 2, 7874
6846, 2, 7874
6884, 2, 7874
6925, 2, 7874
6963, 2, 7874
6985, 2, 7874
7016, 2, 7874
7035, 2, 7874
7055, 2, 7874
7084, 2, 7874
7105, 2, 7874
7119, 2, 7874
7134, 2, 7874
7176, 2, 7874
7198, 2, 7874
7219, 2, 7874
7241, 2, 7874
7254, 2, 7874
7296, 2, 7874
7325, 2, 7874
7357, 2, 7874
7377, 2, 7874
7406, 2, 7874
7434, 2, 7874
7449, 2, 7874
7475, 2, 7874
7499, 2, 7874
7504, 2, 7874
7526, 2, 7874
7588, 2, 7874
7606, 2, 7874
7614, 2, 7874
7659, 2, 7874
7700, 2, 7874
7719, 2, 7874
7780, 2, 7874
7798, 2, 7874
7814, 2, 7874
7864, 2, 7874
7899, 2, 7874
7921, 2, 7874
7947, 2, 7874
7996, 2, 7874
8011, 2, 7874
8032, 2, 7874
8064, 2, 7874
8116, 2, 7874
8144, 2, 7874
8171, 2, 7874
8208, 2, 7874
8231, 2, 7874
8243, 2, 7874
8277, 2, 7874
8296, 2, 7874
8331, 2, 7874
8350, 2, 7874
8379, 2, 7874
8408, 2, 7874
8456, 2, 7874
8485, 2, 7874
8493, 2, 7874
8528, 2, 7874
8575, 2, 7874
8589, 2, 7874
8646, 2, 7874
8656, 2, 7874
8684, 2, 7874
8703, 2, 7874
8744, 2, 7874
8775, 2, 7874
8785, 2, 7874
8812, 2, 7874
8832, 2, 7874
8855, 2, 7874
8880, 2, 7874
8890, 2, 7874
8921, 2, 7874
8929, 2, 7874
8957, 2, 7874
8983, 2, 7874
9000, 2, 7874
9033, 2, 7874
9059, 2, 7874
9090, 2, 7874
9096, 2, 7874
9100, 2, 7874
9129, 2, 7874
9161, 2, 7874
9181, 2, 7874
9218, 2, 7874
9244, 2, 7874
9275, 2, 7874
9305, 2, 7874
9338, 2, 7874
9363, 2, 7874
9397, 2, 7874
9418, 2, 7874
9437, 2, 7874
9471, 2, 7874
9483, 2, 7874
9520, 2, 7874
9559, 2, 7874
9570, 2, 7874
9606, 2, 7874
9628, 2, 7874
9679, 2, 7874
9692, 2, 7874
9727, 2, 7874
9753, 2, 7874
9775, 2, 7874
9789, 2, 7874
9833, 2, 7874
9846, 2, 7874
9889, 2, 7874
9902, 2, 7874
9925, 2, 7874
9956, 2, 7874
9997, 2, 7874
10000, 2, 7874
10041, 2, 7874
10047, 2, 7874
10066, 2, 7874
10089, 2, 7874
10096, 2, 7874
10113, 2, 7874
10126, 2, 7874
10143, 2, 7874
10149, 2, 7874
10170, 2, 7874
10205, 2, 7874
10225, 2, 7874
10243, 2, 7874
10264, 2, 7874
10273, 2, 7874
10299, 2, 7874
10323, 2, 7874
10352, 2, 7874
10376, 2, 7874
10394, 2, 7874
10409, 2, 7874
10433, 2, 7874
10448, 2, 7874
10469, 2, 7874
10473, 2, 7874
10496, 2, 7874
10511, 2, 7874
10553, 2, 7874
10584, 2, 7874
10613, 2, 7874
10622, 2, 7874
10643, 2, 7874
10680, 2, 7874
10685, 2, 7874
10714, 2, 7874
10737, 2, 7874
10749, 2, 7874
10775, 2, 7874
10787, 2, 7874
10801, 2, 7874
10818, 2, 7874
10849, 2, 7874
10873, 2, 7874
10903, 2, 7874
10920, 2, 7874
10945, 2, 7874
10949, 2, 7874
10975, 2, 7874
10980, 2, 7874
11002, 2, 7874
11019, 2, 7874
11031, 2, 7874
11042, 2, 7874
11073, 2, 7874
11075, 2, 7874
11090, 2, 7874
11108, 2, 7874
11136, 2, 7874
11154, 2, 7874
11175, 2, 7874
11199, 2, 7874
11222, 2, 7874
11227, 2, 7874
11231, 2, 7874
11248, 2, 7874
11268, 2, 7874
11290, 2, 7874
11318, 2, 7874
11334, 2, 7874
11345, 2, 7874
11362, 2, 7874
11378, 2, 7874
11395, 2, 7874
11407, 2, 7874
11435, 2, 7874
11454, 2, 7874
11475, 2, 7874
11520, 2, 7874
11538, 2, 7874
11547, 2, 7874
11571, 2, 7874
11580, 2, 7874
11605, 2, 7874
11629, 2, 7874
11653, 2, 7874
11660, 2, 7874
11687, 2, 7874
11694, 2, 7874
11700, 2, 7874
11725, 2, 7874
11746, 2, 7874
11761, 2, 7874
11774, 2, 7874
11804, 2, 7874
11819, 2, 7874
11833, 2, 7874
11862, 2, 7874
11881, 2, 7874
11895, 2, 7874
11907, 2, 7874
11927, 2, 7874
11951, 2, 7874
11965, 2, 7874
2245, 3, 7866
2305, 3, 7866
2468, 3, 7866
4134, 3, 7866
4203, 3, 7866
4398, 3, 7866
4422, 3, 7866
4620, 3, 7866
4765, 3, 7866
4880, 3, 7866
5136, 3, 7866
5168, 3, 7866
5249, 3, 7866
5585, 3, 7866
5639, 3, 7866
5679, 3, 7866
5766, 3, 7866
5776, 3, 7866
5826, 3, 7866
5992, 3, 7866
6018, 3, 7866
6059, 3, 7866
6207, 3, 7866
6387, 3, 7866
6427, 3, 7866
6448, 3, 7866
6490, 3, 7866
6625, 3, 7866
6724, 3, 7866
6770, 3, 7866
4406, 4, 7879
5207, 4, 7879
5235, 4, 7879
5262, 4, 7879
5441, 4, 7879
8433, 4, 7879
8631, 4, 7879
8765, 4, 7879
8802, 4, 7879
8840, 4, 7879
8911, 4, 7879
8954, 4, 7879
9063, 4, 7879
9212, 4, 7879
9274, 4, 7879
9277, 4, 7879
9336, 4, 7879
9416, 4, 7879
9545, 4, 7879
9639, 4, 7879
9809, 4, 7879
9872, 4, 7879
10651, 4, 7879
10767, 4, 7879
10938, 4, 7879
10989, 4, 7879
822, 5, 7861
1100, 5, 7861
1375, 5, 7861
2178, 5, 7861
9951, 5, 7861
8394, 6, 7865
8539, 6, 7865
11666, 6, 7865
